Altitude,Pressure,Temperature,Humidity,WindSpeed,CO2,PM2.5,NDVI,PopulationDensity,Number of People
1561.8101782710437,777.769939325793,12.448996623510402,80.27163473940041,3.6459773305597603,427.23626243329306,42.4128477038911,0.3193997273644437,1468.5090555000515,430
2426.0714596148746,831.2851421067537,12.198639584223997,85.85066287361175,4.929877811149924,436.8122791250026,18.619318105258312,0.39338626411556465,1405.8377083849427,88
2097.9909127171077,880.9418753814613,23.406327868857623,61.271055445662455,4.680885113845875,482.5456871842616,53.619728167740746,0.7156229025449712,281.93297746037956,469
1897.987726295555,859.8337329614342,12.242285397441604,78.11933448231495,1.3464494758157552,420.8005263271871,40.65581195346208,0.6833841781691679,1852.88756932102,70
1234.0279606636548,870.9841721792175,12.623145344186728,75.72856924146869,1.3208720835781065,484.35796217746054,17.860194177847713,0.47532134572857343,1180.0971840979573,378
1233.991780504304,848.8175050066076,20.90977046110538,87.4773669554722,1.9749590225970233,390.576131717203,58.116902874060344,0.48840531388710623,791.0784901578,130
1087.1254182522991,853.8414846776778,15.645577321659179,90.77391772165672,2.4859109948757045,473.2158124650357,35.91827316676603,0.5667772167767897,1537.4233086410827,216
2299.2642186624025,877.3793477347979,21.20407946823808,50.54705471648241,2.746505697746654,481.7057159665684,13.64492259358275,0.30012050234256726,588.9943709631048,43
1901.6725176148132,787.4502013288779,9.11122467859455,80.33089635764567,4.238334692583399,401.8181183404806,41.341645220753364,0.4206221680190139,1417.6686903880088,79
2062.108866694068,823.4137445464711,16.288710292447533,52.332610960387804,0.8117423769120947,431.64158388466404,22.659945350640513,0.4041159043041072,175.4512943872697,26
1030.8767414437036,783.1814162729403,8.571431203115806,74.69863992848101,0.6906998732433651,399.8599729596387,50.18467259386512,0.4252414733748817,1694.8752714576167,29
2454.8647782429916,898.150201199497,9.065104458741027,62.94347280696552,2.6555080961914994,464.7924954793061,50.891103678309534,0.7029529212667207,951.5246093405051,466
2248.663961200633,891.608900952992,23.409436706854986,63.80494697849635,4.3344003067588925,444.2417321673988,58.94736779273309,0.4398369282732216,1309.7165372800894,324
1318.5086660174143,755.9140217052759,10.367171308999119,65.88313265535605,1.563894386260654,456.2388016049985,35.09347655122519,0.39576066102507407,520.351857632699,78
1272.737450810651,855.8362758773533,17.051151598678693,77.95816020723245,4.028274646909384,403.5784360347453,32.747843986386854,0.5521317303965158,1386.4400540510512,224
1275.1067647801508,888.7872476123499,14.988625244212011,65.03224845509462,1.929054758671647,405.40950344629033,47.67378027232403,0.7328225181863659,1567.2565241972256,170
1456.3633644393067,777.0863017691,13.904836546400325,82.97145727656262,5.37347359847434,384.9796790611888,16.62353281709633,0.4206748519187499,999.1050550803576,111
1787.1346474483566,835.1917845828945,23.297166876683633,68.20373235082414,5.4262946934663905,418.64810422348756,37.34577568965621,0.33926812139639934,1273.6811557174092,385
1647.9175279631736,887.3232446382062,8.370997745183322,53.07589401394814,2.1350796235472957,447.16935936004097,37.31238000654255,0.47820236792483234,967.0192552625573,215
1436.843710297063,755.0918967878698,19.284424664985014,85.26919291178483,1.7649656467978228,482.95218967967946,14.47365614051936,0.6738259122824889,1798.7736015899065,154
1917.7793420835692,854.613040087026,24.377705381630356,62.85912460667177,2.762171846364272,460.03129369504165,30.899204275345678,0.5753452723473973,1045.9514429772064,66
